SYMBOL,TRADABLE
ONEPOINT,True
ONESOURCE,True
ONGC,True
ONMOBILE,True
ONWARDTEC,True
OPTIEMUS,True
ORBTEXP,True
ORCHASP,True
ORCHPHARMA,True
ORICONENT,True
ORIENTALTL,True
ORIENTBELL,True
ORIENTCEM,True
ORIENTCER,True
ORIENTELEC,True
ORIENTHOT,True
ORIENTLTD,True
ORIENTPPR,True
ORIENTTECH,True
ORISSAMINE,True
ORKLAINDIA,True
OSIAHYPER,True
OSWALGREEN,True
OSWALPUMPS,True
OSWALSEEDS,True
PACEDIGITK,True
PAGEIND,True
PAISALO,True
PAKKA,True
PALASHSECU,True
PANACEABIO,True
PANAMAPET,True
PANSARI,True
PAR,True
PARACABLES,True
PARADEEP,True
PARAGMILK,True
PARAS,True
PARKHOSPS,True
PARKHOTELS,True
PASHUPATI,True
PASUPTAC,True
PATANJALI,True
PATELENG,True
PATELRMART,True
PATINTLOG,True
PAUSHAKLTD,True
PAYTM,True
PCBL,True
PCJEWELLER,True
PDMJEPAPER,True
PDSL,True
PENIND,True
PERSISTENT,True
PETRONET,True
PFC,True
PFIZER,True
PFOCUS,True
PFS,True
PGEL,True
PGHH,True
PGHL,True
PGIL,True
PHARMABEES,True
PHOENIXLTD,True
PICCADIL,True
PIDILITIND,True
PIGL,True
PIIND,True
PILANIINVS,True
PILITA,True
PINELABS,True
PIONEEREMB,True
PIONRINV,True
PIRAMALFIN,True
PITTIENG,True
PIXTRANS,True
PKTEA,True
PLASTIBLEN,True
PLATIND,True
PLAZACABLE,True
PML,True
PNB,True
PNBHOUSING,True
PNCINFRA,True
PNGJL,True
PNGSREVA,True
POCL,True
PODDARMENT,True
POKARNA,True
POLICYBZR,True
POLYCAB,True
POLYMED,True
POLYPLEX,True
PONNIERODE,True
POONAWALLA,True
POWERGRID,True
POWERICA,True
POWERINDIA,True
POWERMECH,True
PPAP,True
PPL,True
PPLPHARMA,True
PRABHA,True
PRADPME,True
PRAENG,True
PRAJIND,True
PRAKASH,True
PRAKASHSTL,True
PRAVEG,True
PRECAM,True
PRECWIRE,True
PREMCO,True
PREMEXPLN,True
PREMIERENE,True
PRESTIGE,True
PRICOLLTD,True
PRIMESECU,True
PRIMO,True
PRINCEPIPE,True
PRITIKAUTO,True
PRIVISCL,True
PROSTARM,True
PROTEAN,True
PROZONER,True
PRSMJOHNSN,True
PRUDENT,True
PRUDMOULI,True
PSB,True
PSPPROJECT,True
PSUBANK,True
PSUBANKADD,True
PSUBNKBEES,True
PTC,True
PTCIL,True
PTL,True
PUNJABCHEM,True
PURVA,True
PVP,True
PVRINOX,True
PVSL,True
PVTBANKADD,True
PWL,True
PYRAMID,True
QPOWER,True
QUADFUTURE,True
QUALITY30,True
QUESS,True
QUICKHEAL,True
QUINT,True
RACLGEAR,True
RADAAN,True
RADHIKAJWE,True
RADIANTCMS,True
RADICO,True
RAILTEL,True
RAIN,True
RAINBOW,True
RAJOOENG,True
RAJPALAYAM,True
RAJRATAN,True
RAJSREESUG,True
RAJTV,True
RALLIS,True
RAMANEWS,True
RAMAPHO,True
RAMASTEEL,True
RAMCOCEM,True
RAMCOIND,True
RAMCOSYS,True
RAMKY,True
RAMRAT,True
RANASUG,True
RANEHOLDIN,True
RATEGAIN,True
RATNAMANI,True
RATNAVEER,True
RAYMOND,True
RAYMONDLSL,True
RAYMONDREL,True
RBA,True
RBLBANK,True
RBZJEWEL,True
RCF,True
RECLTD,True
REDINGTON,True
REDTAPE,True
REFEX,True
REGAAL,True
REGENCERAM,True
RELAXO,True
RELCHEMQ,True
RELIABLE,True
RELIANCE,True
RELIGARE,True
RELTD,True
REMSONSIND,True
RENUKA,True
REPCOHOME,True
REPRO,True
RESPONIND,True
RETAIL,True
RGL,True
RHETAN,True
RHIM,True
RHL,True
RICOAUTO,True
RIIL,True
RISHABH,True
RITCO,True
RITES,True
RKDL,True
RKEC,True
RKFORGE,True
RKSWAMY,True
RMDRIP,True
RML,True
ROHLTD,True
ROLEXRINGS,True
ROLLT,True
ROML,True
ROSSARI,True
ROSSELLIND,True
ROSSTECH,True
ROTO,True
ROUTE,True
RPEL,True
RPGLIFE,True
RPOWER,True
RPPINFRA,True
RPPL,True
RPSGVENT,True
RPTECH,True
RRIL,True
RRKABEL,True
RSDFIN,True
RSL,True
RSWM,True
RSYSTEMS,True
RTNINDIA,True
RTNPOWER,True
RUBFILA,True
RUBICON,True
RUBYMILLS,True
RUCHINFRA,True
RUCHIRA,True
RUPA,True
RUSHIL,True
RUSTOMJEE,True
RVHL,True
RVNL,True
RVTH,True
SAATVIKGL,True
SADBHIN,True
SAFARI,True
SAGARDEEP,True
SAGCEM,True
SAGILITY,True
SAHLIBHFI,True
SAHYADRI,True
SAIL,True
SAILIFE,True
SAIPARENT,True
SAKAR,True
SAKHTISUG,True
SAKSOFT,True
SALASAR,True
SALONA,True
SALZERELEC,True
SAMBHV,True
SAMHI,True
SAMMAANCAP,True
SAMPANN,True
SANATHAN,True
SANDESH,True
SANDHAR,True
SANDUMA,True
SANGAMIND,True
SANGHVIMOV,True
SANOFI,True
SANOFICONR,True
SANSERA,True
SANSTAR,True
SAPPHIRE,True
SAPPL,True
SARDAEN,True
SAREGAMA,True
SARLAPOLY,True
SASKEN,True
SATIA,True
SATIN,True
SAURASHCEM,True
SAYAJIHOTL,True
SBC,True
SBCL,True
SBFC,True
SBGLP,True
SBIBPB,True
SBICARD,True
SBILIFE,True
SBIMIDMOM,True
SBIN,True
SBINMID150,True
SCANSTL,True
SCHAEFFLER,True
SCHAND,True
SCI,True
SCILAL,True
SCODATUBES,True
SDBL,True
SEAMECLTD,True
SEDEMAC,True
SEIL,True
SELECTIPO,True
SELMC,True
SEMAC,True
SENCO,True
SENORES,True
SENSEXADD,True
SENSEXBETA,True
SEPC,True
SERVOTECH,True
SESHAPAPER,True
SETL,True
SFL,True
SGFIN,True
SGIL,True
SGL,True
SGMART,True
SHADOWFAX,True
SHAH,True
SHAHALLOYS,True
SHAILY,True
SHAKTIPUMP,True
SHALBY,True
SHALPAINTS,True
SHANTI,True
SHANTIGEAR,True
SHARDACROP,True
SHARDAMOTR,True
SHARDUL,True
SHAREINDIA,True
SHARIABEES,True
SHBAJRG,True
SHEMAROO,True
SHILCTECH,True
SHILPAMED,True
SHINDL,True
SHIVALIK,True
SHIVAMILLS,True
SHIVATEX,True
SHK,True
SHOPERSTOP,True
SHRADHA,True
SHREDIGCEM,True
SHREECEM,True
SHREEJISPG,True
SHREEPUSHK,True
SHREERAMA,True
SHREYANIND,True
SHRIKRISH,True
SHRINGARMS,True
SHRIPISTON,True
SHRIRAMFIN,True
SHRIRAMPPS,True
SHYAMCENT,True
SHYAMMETL,True
SICAGEN,True
SIEMENS,True
SIGIND,True
SIGMA,True
SIGNATURE,True
SIGNPOST,True
SIKA,True
SIKKO,True
SIL,True
SILGO,True
SILINV,True
SILLYMONKS,True
SIMPLEXINF,True
SINCLAIR,True
SINDHUTRAD,True
SINGERIND,True
SINTERCOM,True
SIRCA,True
SIS,True
SIYSIL,True
SJS,True
SJVN,True
SKFINDIA,True
SKFINDUS,True
SKIPPER,True
SKMEGGPROD,True
SMALL250,True
SMALLADD,True
SMALLCAP,True
SMARTLINK,True
SMARTWORKS,True
SMCGLOBAL,True
SML100CASE,True
SMLMAH,True
SMLT,True
SMSPHARMA,True
SNOWMAN,True
SNXT30BEES,True
SNXT50BETA,True
SOBHA,True
SOLARA,True
SOLARINDS,True
SOLARWORLD,True
SOLEX,True
SOMANYCERA,True
SOMATEX,True
SOMICONVEY,True
SONACOMS,True
SONAL,True
SONAMLTD,True
SONATSOFTW,True
SOTL,True
SOUTHBANK,True
SOUTHWEST,True
SPAL,True
SPANDANA,True
SPARC,True
SPCENET,True
SPECIALITY,True
SPECTRUM,True
SPENCERS,True
SPIC,True
SPLIL,True
SPLPETRO,True
SPMLINFRA,True
SPORTKING,True
SRD,True
SREEL,True
SRF,True
SRGHFL,True
SRHHYPOLTD,True
SRM,True
SRTL,True
SSDL,True
SSWL,True
STALLION,True
STANLEY,True
STAR,True
STARCEMENT,True
STARHEALTH,True
STARPAPER,True
STARTECK,True
STCINDIA,True
STEELCAS,True
STEELCITY,True
STEELXIND,True
STEL,True
STERTOOLS,True
STLNETWORK,True
STLTECH,True
STOVEKRAFT,True
STUDDS,True
STYL,True
STYLAMIND,True
STYLEBAAZA,True
STYRENIX,True
SUBEXLTD,True
SUBROS,True
SUDARCOLOR,True
SUDARSCHEM,True
SUDEEPPHRM,True
SUKHJITS,True
SULA,True
SUMEETINDS,True
SUMICHEM,True
SUMMITSEC,True
SUNCLAY,True
SUNDARAM,True
SUNDARMFIN,True
SUNDRMBRAK,True
SUNDRMFAST,True
SUNDROP,True
SUNFLAG,True
SUNPHARMA,True
SUNTECK,True
SUNTV,True
SUPERHOUSE,True
SUPERSPIN,True
SUPRAJIT,True
SUPREME,True
SUPREMEIND,True
SUPRIYA,True
SURAJEST,True
SURAJLTD,True
SURAKSHA,True
SURANASOL,True
SURANAT&P,True
SURYALA,True
SURYALAXMI,True
SURYAROSNI,True
SURYODAY,True
SUTLEJTEX,True
SUVEN,True
SUYOG,True
SUZLON,True
SVLL,True
SVPGLOB,True
SWANCORP,True
SWARAJENG,True
SWELECTES,True
SWIGGY,True
SWSOLAR,True
SYMPHONY,True
SYNCOMF,True
SYNGENE,True
SYRMA,True
SYSTMTXC,True
TAALTECH,True
TAINWALCHM,True
TAJGVK,True
TALBROAUTO,True
TAMBOLIIN,True
TANLA,True
TARACHAND,True
TARAPUR,True
TARC,True
TARIL,True
TARSONS,True
TASTYBITE,True
TATACAP,True
TATACHEM,True
TATACOMM,True
TATACONSUM,True
TATAELXSI,True
TATAINVEST,True
TATAPOWER,True
TATASTEEL,True
TATATECH,True
TATSILV,True
TATVA,True
TBOTEK,True
TBZ,True
TCC,True
TCI,True
TCIEXP,True
TCIFINANCE,True
TCPLPACK,True
TCS,True
TDPOWERSYS,True
TEAMGTY,True
TEAMLEASE,True
TECH,True
TECHM,True
TECHNOE,True
TECHNVISN,True
TECILCHEM,True
TEGA,True
TEJASNET,True
TEMBO,True
TENNIND,True
TERASOFT,True
TEXINFRA,True
TEXMOPIPES,True
TEXRAIL,True
TFCILTD,True
TFL,True
TGBHOTELS,True
THACKER,True
THAKDEV,True
THANGAMAYL,True
THEINVEST,True
THEJO,True
THELEELA,True
THEMISMED,True
THERMAX,True
THOMASCOOK,True
THOMASCOTT,True
THYROCARE,True
TI,True
TICL,True
TIGERLOGS,True
TIIL,True
TIINDIA,True
TIL,True
TIMETECHNO,True
TIMEX,True
TIMKEN,True
TINNARUBR,True
TIPSFILMS,True
TIPSMUSIC,True
TIRUMALCHM,True
TITAGARH,True
TITAN,True
TMB,True
TMCV,True
TMPV,True
TNPETRO,True
TNPL,True
TNTELE,True
TOLINS,True
TOP100CASE,True
TOP10ADD,True
TOP20,True
TORNTPHARM,True
TORNTPOWER,True
TOTAL,True
TOUCHWOOD,True
TPHQ,True
TPLPLASTEH,True
TRACXN,True
TRANSPEK,True
TRANSRAILL,True
TRANSWORLD,True
TRAVELFOOD,True
TREJHARA,True
TREL,True
TRENT,True
TRF,True
TRIDENT,True
TRIGYN,True
TRITURBINE,True
TRIVENI,True
TRU,True
TRUALT,True
TSFINV,True
TTKHLTCARE,True
TTKPRESTIG,True
TTML,True
TVSELECT,True
TVSHLTD,True
TVSMOTOR,True
TVSSRICHAK,True
TVTODAY,True
TVVISION,True
UBL,True
UCAL,True
UCOBANK,True
UDS,True
UEL,True
UFBL,True
UFLEX,True
UFO,True
UGARSUGAR,True
UGROCAP,True
UJJIVANSFB,True
ULTRACEMCO,True
ULTRAMAR,True
UMIYA-MRO,True
UNICHEMLAB,True
UNIDT,True
UNIECOM,True
UNIENTER,True
UNIMECH,True
UNIONBANK,True
UNIPARTS,True
UNITDSPR,True
UNITECH,True
UNITEDPOLY,True
UNITEDTEA,True
UNIVASTU,True
UNIVCABLES,True
UNOMINDA,True
UPL,True
URBANCO,True
URJA,True
USHAMART,True
UTIAMC,True
UTKARSHBNK,True
UTLSOLAR,True
UTTAMSUGAR,True
UYFINCORP,True
V2RETAIL,True
VADILALIND,True
VAIBHAVGBL,True
VAKRANGEE,True
VALIANTORG,True
VALUE,True
VARDHACRLC,True
VARROC,True
VASCONEQ,True
VASWANI,True
VBL,True
VCL,True
VEDL,True
VEEDOL,True
VELJAN,True
VENKEYS,True
VENTIVE,True
VENUSPIPES,True
VENUSREM,True
VERANDA,True
VERTOZ,True
VESUVIUS,True
VETO,True
VGL,True
VGUARD,True
VHL,True
VIDHIING,True
VIDYAWIRES,True
VIJAYA,True
VIKRAMSOLR,True
VIKRAN,True
VIMTALABS,True
VINATIORGA,True
VINCOFE,True
VINDHYATEL,True
VINNY,True
VINYLINDIA,True
VIPCLOTHNG,True
VIPIND,True
VISAKAIND,True
VISASTEEL,True
VISHNU,True
VIVIDHA,True
VIYASH,True
VLSFINANCE,True
VMART,True
VMM,True
VMSTMT,True
VOLTAMP,True
VOLTAS,True
VRAJ,True
VRLLOG,True
VSSL,True
VSTIND,True
VSTL,True
VSTTILLERS,True
VTL,True
WAAREEENER,True
WAAREERTL,True
WABAG,True
WAKEFIT,True
WALCHANNAG,True
WCIL,True
WEALTH,True
WEBELSOLAR,True
WEIZMANIND,True
WEL,True
WELCORP,True
WELENT,True
WELINV,True
WELSPLSOL,True
WELSPUNLIV,True
WENDT,True
WESTLIFE,True
WEWIN,True
WEWORK,True
WHEELS,True
WHIRLPOOL,True
WILLAMAGOR,True
WIMPLAST,True
WINDLAS,True
WINDMACHIN,True
WIPL,True
WIPRO,True
WOCKPHARMA,True
WONDERLA,True
WORTHPERI,True
WPIL,True
WSI,True
WSTCSTPAPR,True
XCHANGING,True
XELPMOC,True
XPROINDIA,True
XTGLOBAL,True
YASHO,True
YATHARTH,True
YATRA,True
YESBANK,True
YUKEN,True
ZAGGLE,True
ZEEL,True
ZEELEARN,True
ZENITHEXPO,True
ZENITHSTL,True
ZENSARTECH,True
ZENTEC,True
ZFCVINDIA,True
ZFSTEERING,True
ZIMLAB,True
ZODIACLOTH,True
ZOTA,True
ZSARACOM,True
ZUARI,True
ZUARIIND,True
ZYDUSLIFE,True
ZYDUSWELL,True
